ID,Type,Criticality,Source,AssetValue,CVE,CVSS,History,HistoryNote,MITRE_Code,MITRE_Name,Timestamp,Recommendations
324,Malware,High,WebServer-03,7,CVE-2024-30051,7.8,True,Similar incident 2 months ago on same subnet,T1059,Command and Scripting Interpreter,2024-11-27 13:12:00,1. Isolate the affected endpoint | 2. Run EDR scan and memory dump | 3. Check SIEM for lateral movement | 4. Review process execution logs (T1059)
325,Malware,High,DomainController-01,10,None,0.0,True,Similar incident 2 months ago on same subnet,T1059,Command and Scripting Interpreter,2024-11-15 07:28:00,1. Isolate the affected endpoint | 2. Run EDR scan and memory dump | 3. Check SIEM for lateral movement | 4. Review process execution logs (T1059)
326,DataExfiltration,High,DatabaseServer-04,9,None,0.0,True,Unusual outbound traffic spike last week,T1041,Exfiltration Over C2 Channel,2024-11-09 19:30:00,1. Block destination IP at perimeter | 2. Capture full network traffic | 3. Identify scope of exfiltrated data | 4. Engage legal team
327,Phishing,High,MailServer-05,7,None,0.0,True,Similar phishing attempt observed yesterday,T1566,Phishing,2024-11-25 19:50:00,1. Block sender domain at mail gateway | 2. Notify impacted users | 3. Search mailboxes for similar messages | 4. Reset credentials if link was clicked
328,BruteForce,Critical,AppServer-06,6,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-26 12:34:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
329,DataExfiltration,High,DomainController-01,10,None,0.0,False,No prior exfiltration events,T1041,Exfiltration Over C2 Channel,2024-11-13 16:53:00,1. Block destination IP at perimeter | 2. Capture full network traffic | 3. Identify scope of exfiltrated data | 4. Engage legal team
330,DataExfiltration,Critical,AppServer-06,6,None,0.0,False,No prior exfiltration events,T1041,Exfiltration Over C2 Channel,2024-11-12 00:42:00,1. Block destination IP at perimeter | 2. Capture full network traffic | 3. Identify scope of exfiltrated data | 4. Engage legal team
331,BruteForce,High,AppServer-06,6,CVE-2024-49563,7.3,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-26 02:25:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
332,Phishing,Critical,AppServer-06,6,None,0.0,True,Similar phishing attempt observed yesterday,T1566,Phishing,2024-12-01 04:57:00,1. Block sender domain at mail gateway | 2. Notify impacted users | 3. Search mailboxes for similar messages | 4. Reset credentials if link was clicked
333,Ransomware,High,DomainController-01,10,CVE-2024-40711,9.8,True,Ransomware family previously seen in sector,T1486,Data Encrypted for Impact,2024-11-16 09:10:00,1. Disconnect host from network IMMEDIATELY | 2. Snapshot VMs before shutdown | 3. Activate IR playbook | 4. Preserve forensic evidence
334,Malware,High,AppServer-06,6,CVE-2024-38112,8.8,True,Similar incident 2 months ago on same subnet,T1059,Command and Scripting Interpreter,2024-11-01 16:06:00,1. Isolate the affected endpoint | 2. Run EDR scan and memory dump | 3. Check SIEM for lateral movement | 4. Review process execution logs (T1059)
335,BruteForce,High,Workstation-08,4,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-20 06:23:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
336,DataExfiltration,Critical,Workstation-08,4,CVE-2024-30103,8.8,False,No prior exfiltration events,T1041,Exfiltration Over C2 Channel,2024-11-05 17:18:00,1. Block destination IP at perimeter | 2. Capture full network traffic | 3. Identify scope of exfiltrated data | 4. Engage legal team
337,Phishing,Critical,DomainController-01,10,CVE-2023-36884,8.8,False,First occurrence,T1566,Phishing,2024-11-10 01:33:00,1. Block sender domain at mail gateway | 2. Notify impacted users | 3. Search mailboxes for similar messages | 4. Reset credentials if link was clicked
338,BruteForce,High,Workstation-07,4,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-06 03:01:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
339,Ransomware,High,DatabaseServer-04,9,CVE-2024-37085,7.2,True,Ransomware family previously seen in sector,T1486,Data Encrypted for Impact,2024-11-15 08:35:00,1. Disconnect host from network IMMEDIATELY | 2. Snapshot VMs before shutdown | 3. Activate IR playbook | 4. Preserve forensic evidence
340,BruteForce,Critical,AppServer-06,6,CVE-2024-38077,9.8,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-18 03:01:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
341,DataExfiltration,High,Workstation-07,4,None,0.0,False,No prior exfiltration events,T1041,Exfiltration Over C2 Channel,2024-11-10 09:13:00,1. Block destination IP at perimeter | 2. Capture full network traffic | 3. Identify scope of exfiltrated data | 4. Engage legal team
342,Ransomware,Critical,DomainController-01,10,None,0.0,True,Ransomware family previously seen in sector,T1486,Data Encrypted for Impact,2024-11-09 05:23:00,1. Disconnect host from network IMMEDIATELY | 2. Snapshot VMs before shutdown | 3. Activate IR playbook | 4. Preserve forensic evidence
343,BruteForce,High,WebServer-03,7,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-26 17:24:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
344,Ransomware,High,MailServer-05,7,CVE-2024-26169,7.0,True,Ransomware family previously seen in sector,T1486,Data Encrypted for Impact,2024-11-29 23:45:00,1. Disconnect host from network IMMEDIATELY | 2. Snapshot VMs before shutdown | 3. Activate IR playbook | 4. Preserve forensic evidence
345,Phishing,Critical,DomainController-01,10,CVE-2023-36884,8.8,False,First occurrence,T1566,Phishing,2024-11-06 05:11:00,1. Block sender domain at mail gateway | 2. Notify impacted users | 3. Search mailboxes for similar messages | 4. Reset credentials if link was clicked
346,Malware,High,AppServer-06,6,None,0.0,True,Similar incident 2 months ago on same subnet,T1059,Command and Scripting Interpreter,2024-11-19 07:11:00,1. Isolate the affected endpoint | 2. Run EDR scan and memory dump | 3. Check SIEM for lateral movement | 4. Review process execution logs (T1059)
347,BruteForce,Critical,DatabaseServer-04,9,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-09 05:20:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
348,Ransomware,Critical,MailServer-05,7,CVE-2024-40711,9.8,False,No prior ransomware history,T1486,Data Encrypted for Impact,2024-11-17 15:35:00,1. Disconnect host from network IMMEDIATELY | 2. Snapshot VMs before shutdown | 3. Activate IR playbook | 4. Preserve forensic evidence
349,BruteForce,High,Workstation-07,4,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-08 09:05:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
350,DataExfiltration,Critical,FileServer-02,8,None,0.0,False,No prior exfiltration events,T1041,Exfiltration Over C2 Channel,2024-11-13 13:10:00,1. Block destination IP at perimeter | 2. Capture full network traffic | 3. Identify scope of exfiltrated data | 4. Engage legal team
351,Ransomware,High,Workstation-07,4,None,0.0,True,Ransomware family previously seen in sector,T1486,Data Encrypted for Impact,2024-11-12 16:49:00,1. Disconnect host from network IMMEDIATELY | 2. Snapshot VMs before shutdown | 3. Activate IR playbook | 4. Preserve forensic evidence
352,Phishing,High,Workstation-08,4,CVE-2024-20656,7.8,True,Similar phishing attempt observed yesterday,T1566,Phishing,2024-11-10 13:27:00,1. Block sender domain at mail gateway | 2. Notify impacted users | 3. Search mailboxes for similar messages | 4. Reset credentials if link was clicked
353,DataExfiltration,High,FileServer-02,8,None,0.0,False,No prior exfiltration events,T1041,Exfiltration Over C2 Channel,2024-11-12 11:22:00,1. Block destination IP at perimeter | 2. Capture full network traffic | 3. Identify scope of exfiltrated data | 4. Engage legal team
354,Malware,Critical,DomainController-01,10,CVE-2024-30051,7.8,True,Similar incident 2 months ago on same subnet,T1059,Command and Scripting Interpreter,2024-11-30 15:22:00,1. Isolate the affected endpoint | 2. Run EDR scan and memory dump | 3. Check SIEM for lateral movement | 4. Review process execution logs (T1059)
355,Ransomware,High,AppServer-06,6,CVE-2024-37085,7.2,True,Ransomware family previously seen in sector,T1486,Data Encrypted for Impact,2024-11-10 01:51:00,1. Disconnect host from network IMMEDIATELY | 2. Snapshot VMs before shutdown | 3. Activate IR playbook | 4. Preserve forensic evidence
356,BruteForce,Medium,Workstation-07,4,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-12-01 06:18:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
357,BruteForce,Critical,Workstation-08,4,CVE-2024-49563,7.3,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-18 19:58:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
358,BruteForce,Medium,Workstation-07,4,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-14 23:53:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
359,DataExfiltration,Critical,AppServer-06,6,None,0.0,True,Unusual outbound traffic spike last week,T1041,Exfiltration Over C2 Channel,2024-11-28 00:26:00,1. Block destination IP at perimeter | 2. Capture full network traffic | 3. Identify scope of exfiltrated data | 4. Engage legal team
360,Malware,High,DomainController-01,10,None,0.0,False,No prior incidents,T1059,Command and Scripting Interpreter,2024-11-16 23:29:00,1. Isolate the affected endpoint | 2. Run EDR scan and memory dump | 3. Check SIEM for lateral movement | 4. Review process execution logs (T1059)
361,BruteForce,High,DomainController-01,10,CVE-2024-49563,7.3,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-29 14:44:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
362,Malware,Critical,Workstation-08,4,None,0.0,True,Similar incident 2 months ago on same subnet,T1059,Command and Scripting Interpreter,2024-11-10 06:31:00,1. Isolate the affected endpoint | 2. Run EDR scan and memory dump | 3. Check SIEM for lateral movement | 4. Review process execution logs (T1059)
363,DataExfiltration,High,MailServer-05,7,None,0.0,True,Unusual outbound traffic spike last week,T1041,Exfiltration Over C2 Channel,2024-11-21 22:50:00,1. Block destination IP at perimeter | 2. Capture full network traffic | 3. Identify scope of exfiltrated data | 4. Engage legal team
364,Ransomware,Critical,DomainController-01,10,CVE-2024-40711,9.8,True,Ransomware family previously seen in sector,T1486,Data Encrypted for Impact,2024-11-20 20:01:00,1. Disconnect host from network IMMEDIATELY | 2. Snapshot VMs before shutdown | 3. Activate IR playbook | 4. Preserve forensic evidence
365,DataExfiltration,Critical,Workstation-07,4,None,0.0,True,Unusual outbound traffic spike last week,T1041,Exfiltration Over C2 Channel,2024-11-09 21:44:00,1. Block destination IP at perimeter | 2. Capture full network traffic | 3. Identify scope of exfiltrated data | 4. Engage legal team
366,DataExfiltration,High,WebServer-03,7,CVE-2024-30103,8.8,True,Unusual outbound traffic spike last week,T1041,Exfiltration Over C2 Channel,2024-11-05 05:41:00,1. Block destination IP at perimeter | 2. Capture full network traffic | 3. Identify scope of exfiltrated data | 4. Engage legal team
367,Malware,Critical,DatabaseServer-04,9,CVE-2024-21412,9.8,False,No prior incidents,T1059,Command and Scripting Interpreter,2024-12-01 02:48:00,1. Isolate the affected endpoint | 2. Run EDR scan and memory dump | 3. Check SIEM for lateral movement | 4. Review process execution logs (T1059)
368,Ransomware,Critical,DomainController-01,10,CVE-2024-40711,9.8,False,No prior ransomware history,T1486,Data Encrypted for Impact,2024-11-26 13:14:00,1. Disconnect host from network IMMEDIATELY | 2. Snapshot VMs before shutdown | 3. Activate IR playbook | 4. Preserve forensic evidence
369,BruteForce,High,DomainController-01,10,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-19 06:44:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
370,Malware,High,AppServer-06,6,CVE-2024-21412,9.8,False,No prior incidents,T1059,Command and Scripting Interpreter,2024-11-14 14:23:00,1. Isolate the affected endpoint | 2. Run EDR scan and memory dump | 3. Check SIEM for lateral movement | 4. Review process execution logs (T1059)
371,Malware,Critical,DatabaseServer-04,9,CVE-2024-30051,7.8,True,Similar incident 2 months ago on same subnet,T1059,Command and Scripting Interpreter,2024-11-27 06:41:00,1. Isolate the affected endpoint | 2. Run EDR scan and memory dump | 3. Check SIEM for lateral movement | 4. Review process execution logs (T1059)
372,BruteForce,High,FileServer-02,8,CVE-2024-38077,9.8,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-20 03:55:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
373,Phishing,High,DatabaseServer-04,9,CVE-2024-20656,7.8,False,First occurrence,T1566,Phishing,2024-11-19 13:20:00,1. Block sender domain at mail gateway | 2. Notify impacted users | 3. Search mailboxes for similar messages | 4. Reset credentials if link was clicked
374,BruteForce,Critical,DomainController-01,10,CVE-2024-38077,9.8,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-27 04:18:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
375,Ransomware,High,WebServer-03,7,CVE-2024-37085,7.2,True,Ransomware family previously seen in sector,T1486,Data Encrypted for Impact,2024-11-17 23:18:00,1. Disconnect host from network IMMEDIATELY | 2. Snapshot VMs before shutdown | 3. Activate IR playbook | 4. Preserve forensic evidence
376,DataExfiltration,High,FileServer-02,8,None,0.0,False,No prior exfiltration events,T1041,Exfiltration Over C2 Channel,2024-11-28 11:38:00,1. Block destination IP at perimeter | 2. Capture full network traffic | 3. Identify scope of exfiltrated data | 4. Engage legal team
377,DataExfiltration,Medium,Workstation-08,4,None,0.0,False,No prior exfiltration events,T1041,Exfiltration Over C2 Channel,2024-11-25 12:26:00,1. Block destination IP at perimeter | 2. Capture full network traffic | 3. Identify scope of exfiltrated data | 4. Engage legal team
378,Ransomware,Critical,Workstation-07,4,CVE-2024-40711,9.8,False,No prior ransomware history,T1486,Data Encrypted for Impact,2024-11-12 10:13:00,1. Disconnect host from network IMMEDIATELY | 2. Snapshot VMs before shutdown | 3. Activate IR playbook | 4. Preserve forensic evidence
379,Malware,Medium,Workstation-08,4,None,0.0,True,Similar incident 2 months ago on same subnet,T1059,Command and Scripting Interpreter,2024-11-18 09:05:00,1. Isolate the affected endpoint | 2. Run EDR scan and memory dump | 3. Check SIEM for lateral movement | 4. Review process execution logs (T1059)
380,BruteForce,Critical,DatabaseServer-04,9,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-09 22:51:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
381,BruteForce,High,DomainController-01,10,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-11 10:03:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
382,Phishing,High,DomainController-01,10,None,0.0,False,First occurrence,T1566,Phishing,2024-11-29 16:47:00,1. Block sender domain at mail gateway | 2. Notify impacted users | 3. Search mailboxes for similar messages | 4. Reset credentials if link was clicked
383,Malware,High,DomainController-01,10,CVE-2024-30051,7.8,False,No prior incidents,T1059,Command and Scripting Interpreter,2024-11-16 01:33:00,1. Isolate the affected endpoint | 2. Run EDR scan and memory dump | 3. Check SIEM for lateral movement | 4. Review process execution logs (T1059)
384,DataExfiltration,Critical,WebServer-03,7,CVE-2024-30103,8.8,True,Unusual outbound traffic spike last week,T1041,Exfiltration Over C2 Channel,2024-11-12 17:46:00,1. Block destination IP at perimeter | 2. Capture full network traffic | 3. Identify scope of exfiltrated data | 4. Engage legal team
385,DataExfiltration,High,DomainController-01,10,None,0.0,False,No prior exfiltration events,T1041,Exfiltration Over C2 Channel,2024-11-03 23:16:00,1. Block destination IP at perimeter | 2. Capture full network traffic | 3. Identify scope of exfiltrated data | 4. Engage legal team
386,Ransomware,High,DomainController-01,10,None,0.0,False,No prior ransomware history,T1486,Data Encrypted for Impact,2024-11-22 13:54:00,1. Disconnect host from network IMMEDIATELY | 2. Snapshot VMs before shutdown | 3. Activate IR playbook | 4. Preserve forensic evidence
387,BruteForce,High,WebServer-03,7,CVE-2024-49563,7.3,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-06 04:14:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
388,Malware,Critical,DomainController-01,10,CVE-2024-30051,7.8,False,No prior incidents,T1059,Command and Scripting Interpreter,2024-11-07 15:11:00,1. Isolate the affected endpoint | 2. Run EDR scan and memory dump | 3. Check SIEM for lateral movement | 4. Review process execution logs (T1059)
389,DataExfiltration,Critical,Workstation-08,4,None,0.0,False,No prior exfiltration events,T1041,Exfiltration Over C2 Channel,2024-11-14 21:17:00,1. Block destination IP at perimeter | 2. Capture full network traffic | 3. Identify scope of exfiltrated data | 4. Engage legal team
390,Ransomware,High,DomainController-01,10,None,0.0,False,No prior ransomware history,T1486,Data Encrypted for Impact,2024-11-10 18:51:00,1. Disconnect host from network IMMEDIATELY | 2. Snapshot VMs before shutdown | 3. Activate IR playbook | 4. Preserve forensic evidence
391,Malware,High,AppServer-06,6,CVE-2024-21412,9.8,True,Similar incident 2 months ago on same subnet,T1059,Command and Scripting Interpreter,2024-11-14 12:20:00,1. Isolate the affected endpoint | 2. Run EDR scan and memory dump | 3. Check SIEM for lateral movement | 4. Review process execution logs (T1059)
392,BruteForce,Low,Workstation-08,4,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-11 14:29:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
393,Phishing,High,FileServer-02,8,None,0.0,False,First occurrence,T1566,Phishing,2024-11-01 12:59:00,1. Block sender domain at mail gateway | 2. Notify impacted users | 3. Search mailboxes for similar messages | 4. Reset credentials if link was clicked
394,Malware,High,MailServer-05,7,CVE-2024-21412,9.8,False,No prior incidents,T1059,Command and Scripting Interpreter,2024-11-29 07:24:00,1. Isolate the affected endpoint | 2. Run EDR scan and memory dump | 3. Check SIEM for lateral movement | 4. Review process execution logs (T1059)
395,DataExfiltration,Critical,DomainController-01,10,CVE-2024-30103,8.8,False,No prior exfiltration events,T1041,Exfiltration Over C2 Channel,2024-11-22 05:03:00,1. Block destination IP at perimeter | 2. Capture full network traffic | 3. Identify scope of exfiltrated data | 4. Engage legal team
396,Malware,Critical,WebServer-03,7,CVE-2024-21412,9.8,False,No prior incidents,T1059,Command and Scripting Interpreter,2024-11-23 10:26:00,1. Isolate the affected endpoint | 2. Run EDR scan and memory dump | 3. Check SIEM for lateral movement | 4. Review process execution logs (T1059)
397,BruteForce,Critical,DomainController-01,10,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-18 01:04:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
398,Malware,Critical,DatabaseServer-04,9,CVE-2024-30051,7.8,True,Similar incident 2 months ago on same subnet,T1059,Command and Scripting Interpreter,2024-11-18 00:44:00,1. Isolate the affected endpoint | 2. Run EDR scan and memory dump | 3. Check SIEM for lateral movement | 4. Review process execution logs (T1059)
399,BruteForce,Critical,Workstation-07,4,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-07 01:49:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
400,Malware,High,DomainController-01,10,CVE-2024-30051,7.8,False,No prior incidents,T1059,Command and Scripting Interpreter,2024-11-06 09:34:00,1. Isolate the affected endpoint | 2. Run EDR scan and memory dump | 3. Check SIEM for lateral movement | 4. Review process execution logs (T1059)
401,DataExfiltration,High,Workstation-07,4,None,0.0,True,Unusual outbound traffic spike last week,T1041,Exfiltration Over C2 Channel,2024-11-05 02:10:00,1. Block destination IP at perimeter | 2. Capture full network traffic | 3. Identify scope of exfiltrated data | 4. Engage legal team
402,BruteForce,High,DomainController-01,10,CVE-2024-38077,9.8,False,Isolated failed login,T1110,Brute Force,2024-11-05 03:45:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
403,BruteForce,High,Workstation-08,4,CVE-2024-49563,7.3,False,Isolated failed login,T1110,Brute Force,2024-11-08 16:01:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
404,DataExfiltration,Critical,Workstation-08,4,None,0.0,True,Unusual outbound traffic spike last week,T1041,Exfiltration Over C2 Channel,2024-11-07 05:07:00,1. Block destination IP at perimeter | 2. Capture full network traffic | 3. Identify scope of exfiltrated data | 4. Engage legal team
405,DataExfiltration,Low,Workstation-08,4,None,0.0,False,No prior exfiltration events,T1041,Exfiltration Over C2 Channel,2024-11-28 03:41:00,1. Block destination IP at perimeter | 2. Capture full network traffic | 3. Identify scope of exfiltrated data | 4. Engage legal team
406,Ransomware,Low,Workstation-07,4,None,0.0,False,No prior ransomware history,T1486,Data Encrypted for Impact,2024-11-28 19:28:00,1. Disconnect host from network IMMEDIATELY | 2. Snapshot VMs before shutdown | 3. Activate IR playbook | 4. Preserve forensic evidence
407,Malware,Critical,MailServer-05,7,CVE-2024-21412,9.8,True,Similar incident 2 months ago on same subnet,T1059,Command and Scripting Interpreter,2024-11-08 10:59:00,1. Isolate the affected endpoint | 2. Run EDR scan and memory dump | 3. Check SIEM for lateral movement | 4. Review process execution logs (T1059)
408,DataExfiltration,Critical,AppServer-06,6,None,0.0,True,Unusual outbound traffic spike last week,T1041,Exfiltration Over C2 Channel,2024-11-08 14:22:00,1. Block destination IP at perimeter | 2. Capture full network traffic | 3. Identify scope of exfiltrated data | 4. Engage legal team
409,Malware,High,WebServer-03,7,None,0.0,False,No prior incidents,T1059,Command and Scripting Interpreter,2024-11-27 16:39:00,1. Isolate the affected endpoint | 2. Run EDR scan and memory dump | 3. Check SIEM for lateral movement | 4. Review process execution logs (T1059)
410,BruteForce,High,AppServer-06,6,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-17 14:08:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
411,Ransomware,High,Workstation-08,4,CVE-2024-37085,7.2,True,Ransomware family previously seen in sector,T1486,Data Encrypted for Impact,2024-11-02 01:24:00,1. Disconnect host from network IMMEDIATELY | 2. Snapshot VMs before shutdown | 3. Activate IR playbook | 4. Preserve forensic evidence
412,BruteForce,High,Workstation-08,4,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-14 23:24:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
413,Malware,High,FileServer-02,8,CVE-2024-21412,9.8,True,Similar incident 2 months ago on same subnet,T1059,Command and Scripting Interpreter,2024-11-03 17:51:00,1. Isolate the affected endpoint | 2. Run EDR scan and memory dump | 3. Check SIEM for lateral movement | 4. Review process execution logs (T1059)
414,BruteForce,Critical,FileServer-02,8,CVE-2024-38077,9.8,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-12 14:34:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
415,Phishing,Critical,DomainController-01,10,CVE-2023-36884,8.8,True,Similar phishing attempt observed yesterday,T1566,Phishing,2024-11-17 19:22:00,1. Block sender domain at mail gateway | 2. Notify impacted users | 3. Search mailboxes for similar messages | 4. Reset credentials if link was clicked
416,Phishing,Critical,DatabaseServer-04,9,CVE-2023-36884,8.8,False,First occurrence,T1566,Phishing,2024-12-01 00:22:00,1. Block sender domain at mail gateway | 2. Notify impacted users | 3. Search mailboxes for similar messages | 4. Reset credentials if link was clicked
417,Malware,High,MailServer-05,7,None,0.0,True,Similar incident 2 months ago on same subnet,T1059,Command and Scripting Interpreter,2024-11-09 06:53:00,1. Isolate the affected endpoint | 2. Run EDR scan and memory dump | 3. Check SIEM for lateral movement | 4. Review process execution logs (T1059)
418,DataExfiltration,High,Workstation-07,4,None,0.0,True,Unusual outbound traffic spike last week,T1041,Exfiltration Over C2 Channel,2024-11-05 02:03:00,1. Block destination IP at perimeter | 2. Capture full network traffic | 3. Identify scope of exfiltrated data | 4. Engage legal team
419,Malware,Critical,Workstation-08,4,None,0.0,True,Similar incident 2 months ago on same subnet,T1059,Command and Scripting Interpreter,2024-11-09 20:51:00,1. Isolate the affected endpoint | 2. Run EDR scan and memory dump | 3. Check SIEM for lateral movement | 4. Review process execution logs (T1059)
420,Ransomware,Critical,MailServer-05,7,CVE-2024-40711,9.8,True,Ransomware family previously seen in sector,T1486,Data Encrypted for Impact,2024-11-07 07:49:00,1. Disconnect host from network IMMEDIATELY | 2. Snapshot VMs before shutdown | 3. Activate IR playbook | 4. Preserve forensic evidence
421,BruteForce,Critical,MailServer-05,7,CVE-2024-49563,7.3,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-18 03:37:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
422,BruteForce,High,DatabaseServer-04,9,CVE-2024-38077,9.8,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-28 12:31:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
423,Malware,High,Workstation-08,4,None,0.0,False,No prior incidents,T1059,Command and Scripting Interpreter,2024-11-26 09:52:00,1. Isolate the affected endpoint | 2. Run EDR scan and memory dump | 3. Check SIEM for lateral movement | 4. Review process execution logs (T1059)
424,BruteForce,Critical,WebServer-03,7,CVE-2024-38077,9.8,False,Isolated failed login,T1110,Brute Force,2024-12-01 04:36:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
425,Phishing,Critical,DomainController-01,10,CVE-2023-36884,8.8,True,Similar phishing attempt observed yesterday,T1566,Phishing,2024-11-27 08:14:00,1. Block sender domain at mail gateway | 2. Notify impacted users | 3. Search mailboxes for similar messages | 4. Reset credentials if link was clicked
426,Malware,Critical,Workstation-07,4,CVE-2024-30051,7.8,False,No prior incidents,T1059,Command and Scripting Interpreter,2024-11-16 01:20:00,1. Isolate the affected endpoint | 2. Run EDR scan and memory dump | 3. Check SIEM for lateral movement | 4. Review process execution logs (T1059)
427,DataExfiltration,High,DomainController-01,10,None,0.0,False,No prior exfiltration events,T1041,Exfiltration Over C2 Channel,2024-11-11 21:44:00,1. Block destination IP at perimeter | 2. Capture full network traffic | 3. Identify scope of exfiltrated data | 4. Engage legal team
428,BruteForce,Medium,Workstation-07,4,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-19 03:10:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
429,BruteForce,High,AppServer-06,6,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-21 16:50:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
430,Ransomware,High,FileServer-02,8,CVE-2024-37085,7.2,True,Ransomware family previously seen in sector,T1486,Data Encrypted for Impact,2024-11-02 16:18:00,1. Disconnect host from network IMMEDIATELY | 2. Snapshot VMs before shutdown | 3. Activate IR playbook | 4. Preserve forensic evidence
431,BruteForce,Low,Workstation-07,4,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-08 02:46:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
